chinese_hanzi,chinese_pinyin,chinese_phonetic,english_word,english_phonetic,distance,chinese_ipa,english_ipa
黑板,hēi bǎn,,upon,,0.3749999999999999,xeɪpan,əpɑn
护照,hù zhào,,quarter,,0.6071428571428571,xuʈʂɑʊ,kwɔrtər
花,huā,,kumar,,0.45,xwa,kumɑr
花园,huā yuán,,actual,,0.5357142857142857,xwaɥœn,ækʧəwəl
画,huà,,kumar,,0.45,xwa,kumɑr
坏,huài,,squad,,0.4,xwaɪ,skwɑd
环境,huán jìng,,quantitative,,0.5208333333333334,xwantɕiŋ,kwɑntɪteɪtɪv
换,huàn,,yuan,,0.3125,xwan,juɑn
黄,huáng,,kumar,,0.45,xwɑŋ,kumɑr
会议,huì yì,,came,,0.4,xweɪi,keɪm
或者,huò zhě,,kuomintang,,0.5750000000000001,xwɔʈʂɤ,kwoʊmɪntæŋ
机会,jī huì,,uruguay,,0.5625,tɕixweɪ,jərəgweɪ
几乎,jī hū,,streets,,0.6249999999999999,tɕixu,strits
极,jí,,to,,0.5,tɕi,tɪ
记得,jì de,,seat,,0.5,tɕitɤ,sit
季节,jì jié,,tributaries,,0.6363636363636364,tɕitɕjɛ,trɪbjətɛriz
检查,jiǎn chá,,statistics,,0.7,tɕjɛnʈʂʰa,stətɪstɪks
简单,jiǎn dān,,supplemented,,0.5227272727272727,tɕjɛntan,səpləmɛntɪd
见面,jiàn miàn,,african-american,,0.6166666666666667,tɕjɛnmjɛn,æfrɪkənəmɛrɪkən
健康,jiàn kāng,,democratic,,0.7,tɕjɛnkʰɑŋ,dɛməkrætɪk
讲,jiǎng,,trying,,0.5,tɕjɑŋ,traɪɪŋ
教,jiāo,,now,,0.55,tɕjɑʊ,naʊ
脚,jiǎo,,now,,0.55,tɕjɑʊ,naʊ
角,jiǎo,,now,,0.55,tɕjɑʊ,naʊ
接,jiē,,daniels,,0.6428571428571428,tɕjɛ,dænjɛlz
街道,jiē dào,,distributed,,0.6458333333333333,tɕjɛtɑʊ,dɪstrɪbjətəd
节目,jié mù,,traditional,,0.7,tɕjɛmu,trədɪʃənəl
节日,jié rì,,very,,0.6249999999999999,tɕjɛʐɨ,vɛri
结婚,jié hūn,,instructed,,0.575,tɕjɛxwən,ɪnstrəktɪd
结束,jié shù,,this,,0.6666666666666666,tɕjɛʂu,ðɪs
解决,jiě jué,,administration,,0.7321428571428571,tɕjɛtɕɥœ,ædmɪnɪstreɪʃən
借,jiè,,daniels,,0.6428571428571428,tɕjɛ,dænjɛlz
经常,jīng cháng,,unsuccessfully,,0.7291666666666666,tɕiŋʈʂʰɑŋ,ənsəksɛsfəli
经过,jīng guò,,conjunction,,0.7,tɕiŋkwɔ,kənʤəŋkʃən
经理,jīng lǐ,,literally,,0.5625,tɕiŋli,lɪtərəli
久,jiǔ,,rio,,0.4,tɕjoʊ,rioʊ
旧,jiù,,rio,,0.4,tɕjoʊ,rioʊ
举行,jǔ xíng,,troops,,0.6249999999999999,tɕyɕiŋ,trups
句子,jù zi,,test,,0.5833333333333333,tɕytsɯ,tɛst
决定,jué dìng,,resulting,,0.5625,tɕɥœtiŋ,rɪzəltɪŋ
渴,kě,,class,,0.625,kʰɤ,klæs
可爱,kě ài,,korea,,0.6000000000000001,kʰɤaɪ,kɔriə
刻,kè,,class,,0.625,kʰɤ,klæs
客人,kè rén,,christian,,0.4999999999999999,kʰɤʐən,krɪsʧɪn
空调,kōng tiáo,,extracurricular,,0.765625,kʰʊŋtʰjɑʊ,ɛkstrəkərɪkjələr
口,kǒu,,no,,0.5,kʰoʊ,noʊ
哭,kū,,co,,0.5833333333333333,kʰu,koʊ
裤子,kù zi,,criticisms,,0.6590909090909092,kʰutsɯ,krɪtɪsɪzəmz
筷子,kuài zi,,ecosystem,,0.575,kʰwaɪtsɯ,ikoʊsɪstəm
蓝,lán,,line,,0.25,lan,laɪn
老,lǎo,,now,,0.25,lɑʊ,naʊ
离开,lí kāi,,nickname,,0.5357142857142857,likʰaɪ,nɪkneɪm
礼物,lǐ wù,,league,,0.3333333333333333,liu,lig
历史,lì shǐ,,receive,,0.45,liʂɨ,rɪsiv
脸,liǎn,,season,,0.45,ljɛn,sizən
练习,liàn xí,,royalty,,0.5357142857142856,ljɛnɕi,rɔɪəlti
辆,liàng,,yang,,0.25,ljɑŋ,jæŋ
了解,liǎo jiě,,theatrical,,0.611111111111111,ljɑʊtɕjɛ,θiætrɪkəl
邻居,lín jū,,later,,0.6249999999999999,lintɕy,leɪtər
楼,lóu,,no,,0.25,loʊ,noʊ
绿,lǜ,,two,,0.25,ly,tu
马,mǎ,,na,,0.25,ma,nɑ
马上,mǎ shàng,,mark,,0.45,maʂɑŋ,mɑrk
满意,mǎn yì,,monte,,0.2,mani,mɑnti
帽子,mào zi,,most,,0.4166666666666666,mɑʊtsɯ,moʊst
米,mǐ,,v,,0.25,mi,vi
面包,miàn bāo,,many,,0.4999999999999999,mjɛnpɑʊ,mɛni
面条,miàn tiáo,,mediterranean,,0.673076923076923,mjɛntʰjɑʊ,mɛdətəreɪniən
明白,míng bai,,provide,,0.4999999999999999,miŋpaɪ,prəvaɪd
拿,ná,,ma,,0.25,na,mɑ
奶奶,nǎi nai,,china,,0.3749999999999999,naɪnaɪ,ʧaɪnə
南,nán,,not,,0.25,,nɑt
难,nán,,not,,0.25,,nɑt
难过,nán guò,,man,,0.5833333333333333,nankwɔ,mæn
年级,nián jí,,concurrently,,0.5227272727272727,njɛntɕi,kənkərəntli
年轻,nián qīng,,documentaries,,0.6458333333333334,njɛntɕʰiŋ,dɑkjəmɛnəriz
鸟,niǎo,,macau,,0.45,njɑʊ,məkaʊ
努力,nǔ lì,,julie,,0.25,nuli,ʤuli
爬山,pá shān,,brighton,,0.4999999999999999,pʰaʂan,braɪtən
盘子,pán zi,,body,,0.4999999999999999,pʰantsɯ,bɑdi
胖,pàng,,frank,,0.45,pʰɑŋ,fræŋk
啤酒,pí jiǔ,,fernando,,0.611111111111111,pʰitɕjoʊ,fərnɑndoʊ
葡萄,pú tao,,profound,,0.6388888888888888,pʰutʰɑʊ,proʊfaʊnd
普通话,pǔ tōng huà,,between,,0.75,pʰutʰʊŋxwa,bɪtwin
骑,qí,,treasury,,0.6428571428571429,tɕʰi,trɛʒəri
其实,qí shí,,tree,,0.6249999999999999,tɕʰiʂɨ,tri
其他,qí tā,,statistics,,0.7,tɕʰitʰa,stətɪstɪks
奇怪,qí guài,,required,,0.6388888888888888,tɕʰikwaɪ,rikwaɪərd
铅笔,qiān bǐ,,encyclopedia,,0.673076923076923,tɕʰjɛnpi,ɪnsaɪkləpidiə
清楚,qīng chu,,tuberculosis,,0.7857142857142857,tɕʰiŋʈʂʰu,təbərkjəloʊsɪs
秋,qiū,,ohio,,0.5357142857142857,tɕʰjoʊ,oʊhaɪoʊ
裙子,qún zi,,dominated,,0.7,tɕʰyntsɯ,dɑməneɪtəd
然后,rán hòu,,follow,,0.4583333333333333,ʐanxoʊ,fɑloʊ
热情,rè qíng,,politicians,,0.7499999999999999,ʐɤtɕʰiŋ,pɑlətɪʃənz
认为,rèn wéi,,away,,0.3333333333333333,ʐənweɪ,əweɪ
认真,rèn zhēn,,version,,0.4999999999999999,ʐənʈʂən,vərʒən
容易,róng yì,,missouri,,0.5416666666666666,ʐʊŋi,məzʊri
如果,rú guǒ,,require,,0.65625,ʐukwɔ,rikwaɪər
伞,sǎn,,son,,0.25,san,sən
上网,shàng wǎng,,bank,,0.5833333333333333,ʂɑŋwɑŋ,bæŋk
生气,shēng qì,,headquarters,,0.7,ʂɤŋtɕʰi,hɛdkɔrtərz
声音,shēng yīn,,town,,0.6000000000000001,ʂɤŋin,taʊn
使,shǐ,,t,,0.375,ʂɨ,ti
世界,shì jiè,,citizen,,0.5357142857142856,ʂɨtɕjɛ,sɪtɪzən
瘦,shòu,,soul,,0.3125,ʂoʊ,soʊl
舒服,shū fu,,software,,0.5833333333333333,ʂufu,sɔfwɛr
叔叔,shū shu,,youtube,,0.55,ʂuʂu,jutub
树,shù,,two,,0.375,ʂu,tu
数学,shù xué,,through,,0.6500000000000001,ʂuɕɥœ,θru
刷,shuā,,huang,,0.375,ʂwa,hwɑŋ
双,shuāng,,hang,,0.375,ʂwɑŋ,hæŋ
水平,shuǐ píng,,requiring,,0.575,ʂweɪpʰiŋ,rikwaɪərɪŋ
司机,sī jī,,healthy,,0.45,sɯtɕi,hɛlθi
虽然,suī rán,,state,,0.4999999999999999,sweɪʐan,steɪt
太阳,tài yáng,,residing,,0.5625,tʰaɪjɑŋ,rɪzaɪdɪŋ
糖,táng,,tracks,,0.5,tʰɑŋ,træks
特别,tè bié,,serbia,,0.5,tʰɤpjɛ,sərbiə
疼,téng,,teaching,,0.55,tʰɤŋ,tiʧɪŋ
提高,tí gāo,,now,,0.6249999999999999,tʰikɑʊ,naʊ
体育,tǐ yù,,dispute,,0.6428571428571428,tʰiy,dɪspjut
甜,tián,,season,,0.55,tʰjɛn,sizən
条,tiáo,,now,,0.55,tʰjɑʊ,naʊ
同事,tóng shì,,house,,0.6666666666666666,tʰʊŋʂɨ,haʊs
同意,tóng yì,,city,,0.6000000000000001,tʰʊŋi,sɪti
头发,tóu fa,,told,,0.5,tʰoʊfa,toʊld
突然,tū rán,,susanna,,0.4583333333333332,tʰuʐan,suzænə
图书馆,tú shū guǎn,,aristocrat,,0.675,tʰuʂukwan,ərɪstəkræt
腿,tuǐ,,way,,0.4,tʰweɪ,weɪ
完成,wán chéng,,containing,,0.6388888888888888,wanʈʂʰɤŋ,kənteɪnɪŋ
碗,wǎn,,one,,0.25,wan,wən
万,wàn,,one,,0.25,wan,wən
忘记,wàng jì,,bankruptcy,,0.5750000000000001,wɑŋtɕi,bæŋkrəptsi
为了,wèi le,,will,,0.4,weɪlɤ,wɪl
为什么,wèi shén me,,citizenship,,0.575,weɪʂənmɤ,sɪtɪzənʃɪp
位,wèi,,away,,0.25,weɪ,əweɪ
文化,wén huà,,what,,0.6249999999999999,wənxwa,wət
西,xī,,c,,0.375,ɕi,si
习惯,xí guàn,,request,,0.5357142857142857,ɕikwan,rɪkwɛst
洗手间,xǐ shǒu jiān,,within,,0.6499999999999999,ɕiʂoʊtɕjɛn,wɪθɪn
洗澡,xǐ zǎo,,criticized,,0.575,ɕitsɑʊ,krɪtəsaɪzd
夏,xià,,huron,,0.5416666666666666,ɕja,hjʊrɑn
先,xiān,,season,,0.45,ɕjɛn,sizən
香蕉,xiāng jiāo,,thanksgiving,,0.625,ɕjɑŋtɕjɑʊ,θæŋksgɪvɪŋ
相同,xiāng tóng,,highlighting,,0.5833333333333334,ɕjɑŋtʰʊŋ,haɪlaɪtɪŋ
相信,xiāng xìn,,direction,,0.5625,ɕjɑŋɕin,dɪrɛkʃɪn
像,xiàng,,zhejiang,,0.35,ɕjɑŋ,ʒiʤɑŋ
小心,xiǎo xīn,,created,,0.5625,ɕjɑʊɕin,krieɪtɪd
校长,xiào zhǎng,,lifestyle,,0.611111111111111,ɕjɑʊʈʂɑŋ,laɪfstaɪl
鞋,xié,,he,,0.5,ɕjɛ,hi
新闻,xīn wén,,mountain,,0.4999999999999999,ɕinwən,maʊntən
新鲜,xīn xiān,,battalion,,0.5625,ɕinɕjɛn,bətæljən
信,xìn,,themed,,0.3125,ɕin,θimd
行李箱,xíng li xiāng,,negotiating,,0.6458333333333334,ɕiŋliɕjɑŋ,nɪgoʊʃieɪtɪŋ
兴趣,xìng qù,,historical,,0.7499999999999999,ɕiŋtɕʰy,hɪstɔrɪkəl
熊猫,xióng māo,,household,,0.6666666666666666,ɕjʊŋmɑʊ,haʊshoʊld
需要,xū yào,,without,,0.5833333333333333,ɕyjɑʊ,wɪθaʊt
选择,xuǎn zé,,recently,,0.5625,ɕɥœntsɤ,risəntli
眼镜,yǎn jìng,,continue,,0.5625,jɛntɕiŋ,kəntɪnju
要求,yāo qiú,,humanitarian,,0.6458333333333334,jɑʊtɕʰjoʊ,jumænətɛriən
爷爷,yé ye,,yale,,0.4375,jɛjɛ,jeɪl
一定,yī dìng,,sting,,0.375,itiŋ,stɪŋ
一共,yī gòng,,could,,0.5,ikʊŋ,kʊd
一会儿,yī huì r,,request,,0.5357142857142857,ixweɪɻ,rɪkwɛst
一样,yī yàng,,being,,0.5,ijɑŋ,biɪŋ
以后,yǐ hòu,,ceo,,0.4,ixoʊ,siioʊ
以前,yǐ qián,,determine,,0.59375,itɕʰjɛn,dɪtərmən
以为,yǐ wéi,,relay,,0.4,iweɪ,rileɪ
一般,yī bān,,afghan,,0.4,ipan,æfgæn
一边,yī biān,,main,,0.5,ipjɛn,meɪn
一直,yī zhí,,eastern,,0.5833333333333333,iʈʂɨ,istərn
音乐,yīn yuè,,midwest,,0.5357142857142857,inɥœ,mɪdwɛst
银行,yín háng,,encountering,,0.5750000000000001,inxɑŋ,ɛnkaʊnərɪŋ
应该,yīng gāi,,k,,0.5,iŋkaɪ,keɪ
影响,yǐng xiǎng,,young,,0.6249999999999999,iŋɕjɑŋ,jəŋ
用,yòng,,took,,0.5,yʊŋ,tʊk
游戏,yóu xì,,wealthy,,0.45,yoʊɕi,wɛlθi
有名,yǒu míng,,soviet,,0.4999999999999999,yoʊmiŋ,soʊviɛt
又,yòu,,widow,,0.45,yoʊ,wɪdoʊ
遇到,yù dào,,one-time,,0.4583333333333332,ytɑʊ,wətaɪm
愿意,yuàn yì,,henry,,0.4,ɥœni,hɛnri
越,yuè,,work,,0.5625,ɥœ,wərk
月亮,yuè liang,,website,,0.4999999999999999,ɥœljɑŋ,wɛbsaɪt
云,yún,,used,,0.5625,yn,juzd
站,zhàn,,starred,,0.45,ʈʂan,stɑrd
着急,zháo jí,,society,,0.5277777777777778,ʈʂɑʊtɕi,soʊsaɪɪti
照顾,zhào gu,,so,,0.6249999999999999,ʈʂɑʊku,soʊ
照片,zhào piàn,,distribution,,0.6458333333333333,ʈʂɑʊpʰjɛn,dɪstrəbjuʃən
照相机,zhào xiàng jī,,transportation,,0.6785714285714285,ʈʂɑʊɕjɑŋtɕi,trænspərteɪʃən
只,zhī,,stacey,,0.5416666666666666,ʈʂɨ,steɪsi
只,zhǐ,,stacey,,0.5416666666666666,ʈʂɨ,steɪsi
终于,zhōng yú,,who,,0.7,ʈʂʊŋy,hu
中间,zhōng jiān,,rehabilitation,,0.673076923076923,ʈʂʊŋtɕjɛn,riəbɪləteɪʃən
种,zhǒng,,housing,,0.5833333333333333,ʈʂʊŋ,haʊzɪŋ
重要,zhòng yào,,stereotype,,0.6363636363636364,ʈʂʊŋjɑʊ,stɛrioʊtaɪp
周末,zhōu mò,,slovenia,,0.5277777777777778,ʈʂoʊmwɔ,sloʊviniə
主要,zhǔ yào,,city,,0.6666666666666666,ʈʂujɑʊ,sɪti
祝,zhù,,statue,,0.55,ʈʂu,stæʧu
注意,zhù yì,,smoothly,,0.5416666666666666,ʈʂui,smuðli
字典,zì diǎn,,title,,0.4642857142857142,tsɯtjɛn,taɪtəl
自己,zì jǐ,,started,,0.5357142857142857,tsɯtɕi,stɑrtɪd
总是,zǒng shì,,historically,,0.6590909090909091,tsʊŋʂɨ,hɪstɔrɪkəli
最近,zuì jìn,,australians,,0.5227272727272727,tsweɪtɕin,ɔstreɪljənz
作业,zuò yè,,traditional,,0.7,tswɔjɛ,trədɪʃənəl
作用,zuò yòng,,prosecuting,,0.6363636363636362,tswɔyʊŋ,prɑsɪkjutɪŋ
爱情,ài qíng,,notwithstanding,,0.6346153846153846,aɪtɕʰiŋ,nɑtwɪθstændɪŋ
安排,ān pái,,adaptation,,0.575,anpʰaɪ,ædəpteɪʃən
安全,ān quán,,institutions,,0.5454545454545454,antɕʰɥœn,ɪnstɪtuʃənz
暗,àn,,am,,0.25,an,æm
按时,àn shí,,nazi,,0.4,anʂɨ,nɑtsi
按照,àn zhào,,identify,,0.575,anʈʂɑʊ,aɪdɛntəfaɪ
包括,bāo kuò,,biography,,0.6666666666666666,pɑʊkʰwɔ,baɪɑgrəfi
保护,bǎo hù,,back,,0.4,pɑʊxu,bæk
保证,bǎo zhèng,,powerful,,0.5625,pɑʊʈʂɤŋ,paʊərfəl
抱,bào,,now,,0.25,pɑʊ,naʊ
抱歉,bào qiàn,,spokesperson,,0.6249999999999999,pɑʊtɕʰjɛn,spoʊkspərsən
报道,bào dào,,below,,0.4583333333333332,pɑʊtɑʊ,bɪloʊ
报名,bào míng,,being,,0.4583333333333332,pɑʊmiŋ,biɪŋ
倍,bèi,,day,,0.25,peɪ,deɪ
本来,běn lái,,public,,0.4166666666666666,pənlaɪ,pəblɪk
笨,bèn,,but,,0.25,pən,bət
笔记本,bǐ jì běn,,prohibited,,0.5454545454545454,pitɕipən,proʊhɪbətəd
毕业,bì yè,,opinion,,0.5357142857142857,pijɛ,əpɪnjən
遍,biàn,,point,,0.4,pjɛn,pɔɪnt
标准,biāo zhǔn,,plantations,,0.5681818181818181,pjɑʊʈʂwən,plænteɪʃənz
表达,biǎo dá,,behind,,0.5357142857142857,pjɑʊta,bɪhaɪnd
表格,biǎo gé,,product,,0.5357142857142857,pjɑʊkɤ,prɑdəkt
表扬,biǎo yáng,,publishing,,0.59375,pjɑʊjɑŋ,pəblɪʃɪŋ
饼干,bǐng gān,,junction,,0.4999999999999999,piŋkan,ʤəŋkʃən
并且,bìng qiě,,partnership,,0.675,piŋtɕʰjɛ,pɑrtnərʃɪp
博士,bó shì,,born,,0.55,pwɔʂɨ,bɔrn
不但,bù dàn,,baton,,0.2,putan,bætɑn
不过,bù guò,,frequency,,0.6388888888888888,pukwɔ,frikwənsi
不得不,bù dé bù,,moved,,0.5833333333333333,putɤpu,muvd
不管,bù guǎn,,sequence,,0.5357142857142857,pukwan,sikwəns
不仅,bù jǐn,,portion,,0.4583333333333332,putɕin,pɔrʃən
部分,bù fèn,,proving,,0.3749999999999999,pufən,pruvɪŋ
擦,cā,,also,,0.7,tsʰa,ɔlsoʊ
猜,cāi,,high,,0.55,tsʰaɪ,haɪ
材料,cái liào,,autobiography,,0.6458333333333333,tsʰaɪljɑʊ,ɔtəbaɪɑgrəfi
参观,cān guān,,standardized,,0.6458333333333333,tsʰankwan,stændərdaɪzd
差不多,chà bu duō,,collaborated,,0.7291666666666666,ʈʂʰaputwɔ,kəlæbəreɪtɪd
长城,Cháng chéng,,state,,0.75,ʈʂʰɑŋʈʂʰɤŋ,steɪt
长江,Cháng Jiāng,,city,,0.7,ʈʂʰɑŋtɕjɑŋ,sɪti
尝,cháng,,song,,0.55,ʈʂʰɑŋ,sɔŋ
场,chǎng,,song,,0.55,ʈʂʰɑŋ,sɔŋ
超过,chāo guò,,historical,,0.7,ʈʂʰɑʊkwɔ,hɪstɔrɪkəl
吵,chǎo,,high,,0.6000000000000001,ʈʂʰɑʊ,haɪ
乘坐,chéng zuò,,constantinople,,0.7666666666666666,ʈʂʰɤŋtswɔ,kɑnstæntənoʊpəl
成功,chéng gōng,,sustaining,,0.611111111111111,ʈʂʰɤŋkʊŋ,səsteɪnɪŋ
成熟,chéng shú,,substantial,,0.7499999999999999,ʈʂʰɤŋʂu,səbstænʃəl
成为,chéng wéi,,graduate,,0.6388888888888888,ʈʂʰɤŋweɪ,græʤəweɪt
诚实,chéng shí,,aristocracy,,0.6363636363636365,ʈʂʰɤŋʂɨ,ɛrəstɑkrəsi
吃惊,chī jīng,,territories,,0.6388888888888888,ʈʂʰɨtɕiŋ,tɛrətɔriz
重新,chóng xīn,,traditional,,0.7,ʈʂʰʊŋɕin,trədɪʃənəl
抽烟,chōu yān,,historians,,0.575,ʈʂʰoʊjɛn,hɪstɔriənz
出差,chū chāi,,gastrointestinal,,0.7647058823529411,ʈʂʰuʈʂʰaɪ,gæstroʊɪntɛstənəl
出发,chū fā,,systematic,,0.7,ʈʂʰufa,sɪstəmætɪk
出生,chū shēng,,massachusetts,,0.7,ʈʂʰuʂɤŋ,mæsəʧusəts
传真,chuán zhēn,,johnson,,0.5,ʈʂʰwanʈʂən,ʤɑnsən
窗户,chuāng hu,,triangles,,0.7,ʈʂʰwɑŋxu,traɪæŋgəlz
词典,cí diǎn,,palestinian,,0.5454545454545454,tsʰɯtjɛn,pælɪstɪniən
从来,cóng lái,,sociological,,0.6730769230769231,tsʰʊŋlaɪ,soʊsiəlɑʤɪkəl
粗心,cū xīn,,television,,0.6666666666666666,tsʰuɕin,tɛləvɪʒən
答案,dá àn,,tried,,0.4,taan,traɪd
打扮,dǎ ban,,campaign,,0.4999999999999999,tapan,kæmpeɪn
打扰,dǎ rǎo,,time,,0.55,taʐɑʊ,taɪm
打印,dǎ yìn,,tried,,0.35,tain,traɪd
打折,dǎ zhé,,south,,0.55,taʈʂɤ,saʊθ
打针,dǎ zhēn,,title,,0.4166666666666666,taʈʂən,taɪtəl
大概,dà gài,,texas,,0.5,takaɪ,tɛksəs
大使馆,dà shǐ guǎn,,prosecution,,0.5227272727272727,taʂɨkwan,prɑsəkjuʃən
大约,dà yuē,,traffic,,0.5833333333333333,taɥœ,træfɪk
戴,dài,,time,,0.25,taɪ,taɪm
代表,dài biǎo,,time,,0.4642857142857142,taɪpjɑʊ,taɪm
代替,dài tì,,highly,,0.375,taɪtʰi,haɪli
大夫,dài fu,,debut,,0.375,taɪfu,deɪbju
当,dāng,,tank,,0.25,tɑŋ,tæŋk
当地,dāng dì,,party,,0.4,tɑŋti,pɑrti
当时,dāng shí,,autopsy,,0.3749999999999999,tɑŋʂɨ,ɔtɑpsi
刀,dāo,,now,,0.25,tɑʊ,naʊ
导游,dǎo yóu,,radio,,0.5357142857142857,tɑʊyoʊ,reɪdioʊ
到处,dào chù,,entitled,,0.6388888888888888,tɑʊʈʂʰu,ɛntaɪtəld
到底,dào dǐ,,lily,,0.45,tɑʊti,lɪli
道歉,dào qiàn,,householder,,0.5909090909090908,tɑʊtɕʰjɛn,haʊshoʊldər
得意,dé yì,,to,,0.5,tɤi,tɪ
等,děng,,hong,,0.3333333333333333,tɤŋ,hɔŋ
等,děng,,hong,,0.3333333333333333,tɤŋ,hɔŋ
底,dǐ,,to,,0.25,ti,tɪ
地球,dì qiú,,peterborough,,0.55,titɕʰjoʊ,pitərbəroʊ
地址,dì zhǐ,,teams,,0.5,tiʈʂɨ,timz
掉,diào,,trout,,0.4,tjɑʊ,traʊt
调查,diào chá,,department,,0.7,tjɑʊʈʂʰa,dɪpɑrtmənt
丢,diū,,rico,,0.4,tjoʊ,rikoʊ
动作,dòng zuò,,discontinued,,0.7291666666666666,tʊŋtswɔ,dɪskəntɪnjud
堵车,dǔ chē,,testimony,,0.7,tuʈʂʰɤ,tɛstɪmoʊni
肚子,dù zi,,test,,0.5,tutsɯ,tɛst
断,duàn,,twice,,0.4,twan,twaɪs
对,duì,,day,,0.375,tweɪ,deɪ
对,duì,,day,,0.375,tweɪ,deɪ
对话,duì huà,,typically,,0.59375,tweɪxwa,tɪpɪkəli
对面,duì miàn,,titanium,,0.45,tweɪmjɛn,taɪteɪniəm
顿,dùn,,when,,0.3125,twən,wɪn
朵,duǒ,,to,,0.5833333333333333,twɔ,tɪ
而,ér,,was,,0.5833333333333333,ɑɻ,wɑz
儿童,ér tóng,,using,,0.6249999999999999,ɑɻtʰʊŋ,juzɪŋ
发,fā,,far,,0.3333333333333333,fa,fɑr
发生,fā shēng,,barack,,0.45,faʂɤŋ,bɑrək
发展,fā zhǎn,,past,,0.4583333333333332,faʈʂan,pæst
法律,fǎ lǜ,,filed,,0.4,faly,faɪld
翻译,fān yì,,fancy,,0.2,fani,fænsi
烦恼,fán nǎo,,band,,0.4166666666666666,fannɑʊ,bænd
反对,fǎn duì,,venezuela,,0.45,fantweɪ,vɛnɪzweɪlə
反映,fǎn yìng,,founding,,0.3571428571428571,faniŋ,faʊndɪŋ
范围,fàn wéi,,monday,,0.375,fanweɪ,məndeɪ
方法,fāng fǎ,,final,,0.5833333333333333,fɑŋfa,faɪnəl
方面,fāng miàn,,vaccination,,0.5227272727272727,fɑŋmjɛn,væksəneɪʃən
方向,fāng xiàng,,functions,,0.59375,fɑŋɕjɑŋ,fəŋkʃənz
访问,fǎng wèn,,between,,0.4583333333333332,fɑŋwən,bɪtwin
放弃,fàng qì,,bangladesh,,0.5625,fɑŋtɕʰi,bæŋlədɛʃ
放暑假,fàng shǔ jià,,vice-president,,0.673076923076923,fɑŋʂutɕja,vaɪsprɛzədənt
分之,fēn zhī,,monday,,0.4583333333333332,fənʈʂɨ,məndeɪ
份,fèn,,often,,0.25,fən,ɔfən
风景,fēng jǐng,,supporting,,0.59375,fɤŋtɕiŋ,səpɔrtɪŋ
丰富,fēng fù,,fact,,0.6000000000000001,fɤŋfu,fækt
否则,fǒu zé,,forts,,0.3749999999999999,foʊtsɤ,fɔrts
符合,fú hé,,franco,,0.6428571428571428,fuxɤ,fræŋkoʊ
富,fù,,mu,,0.25,fu,mu
负责,fù zé,,pools,,0.45,futsɤ,pulz
复印,fù yìn,,peruvian,,0.53125,fuin,pəruviən
复杂,fù zá,,pools,,0.45,futsa,pulz
父亲,fù qīn,,lieutenant,,0.59375,futɕʰin,lutɛnənt
改变,gǎi biàn,,canadian,,0.4166666666666667,kaɪpjɛn,kəneɪdiən
干杯,gān bēi,,canada,,0.3749999999999999,kanpeɪ,kænədə
干燥,gān zào,,county,,0.4999999999999999,kantsɑʊ,kaʊnti
感动,gǎn dòng,,writing,,0.4166666666666666,kantʊŋ,raɪtɪŋ
感觉,gǎn jué,,countries,,0.4999999999999999,kantɕɥœ,kəntriz
感情,gǎn qíng,,contribute,,0.575,kantɕʰiŋ,kəntrɪbjut
感谢,gǎn xiè,,godzilla,,0.5357142857142856,kanɕjɛ,gɑdzɪlə
干,gàn,,can,,0.25,kan,kən
刚刚,gāng gang,,lanka,,0.4583333333333333,kɑŋkɑŋ,læŋkə
高级,gāo jí,,widely,,0.4583333333333332,kɑʊtɕi,waɪdli
个子,gè zi,,called,,0.5,kɤtsɯ,kɔld
各,gè,,co,,0.4999999999999999,kɤ,koʊ
公里,gōng lǐ,,weekly,,0.45,kʊŋli,wikli
工具,gōng jù,,court,,0.6249999999999999,kʊŋtɕy,kɔrt
工资,gōng zī,,curator,,0.5625,kʊŋtsɯ,kjʊrətər
共同,gòng tóng,,controlled,,0.6388888888888888,kʊŋtʰʊŋ,kəntroʊld
够,gòu,,coach,,0.25,koʊ,koʊʧ
购物,gòu wù,,quotes,,0.4583333333333333,koʊu,kwoʊts
孤单,gū dān,,queen,,0.4,kutan,kwin
估计,gū jì,,july,,0.6000000000000001,kutɕi,ʤulaɪ
鼓励,gǔ lì,,julia,,0.45,kuli,ʤuljə
鼓掌,gǔ zhǎng,,july,,0.6249999999999999,kuʈʂɑŋ,ʤulaɪ
顾客,gù kè,,king,,0.7,kukʰɤ,kɪŋ
故意,gù yì,,quickly,,0.5416666666666666,kui,kwɪkli
挂,guà,,kumar,,0.45,kwa,kumɑr
关键,guān jiàn,,constellation,,0.5208333333333334,kwantɕjɛn,kɑnstəleɪʃən
观众,guān zhòng,,acquaintance,,0.5750000000000001,kwanʈʂʊŋ,əkweɪntəns
管理,guǎn lǐ,,rwanda,,0.4583333333333332,kwanli,ruɑndə
光,guāng,,kumar,,0.45,kwɑŋ,kumɑr
广播,guǎng bō,,required,,0.6666666666666666,kwɑŋpwɔ,rikwaɪərd
广告,guǎng gào,,squadron,,0.59375,kwɑŋkɑʊ,skwɑdrən
逛,guàng,,kumar,,0.45,kwɑŋ,kumɑr
规定,guī dìng,,quantities,,0.4166666666666666,kweɪtiŋ,kwɑntətiz
国际,guó jì,,quantum,,0.4999999999999999,kwɔtɕi,kwɑntəm
果然,guǒ rán,,qualified,,0.4999999999999999,kwɔʐan,kwɑləfaɪd
过,guò,,square,,0.5,kwɔ,skwɛr
